SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND
Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1658447848338,1658447850424,1658447854479,1658447855857,1658447859166,1658447860497,1658447863822,1658447867567,1658447871607,1658447872937,1658447874246,1658447875648,1658447877117,1658447878577,1658447879897,1658447881317,1658447884666,1658447885947,1658447887147,1658447891046,1658447892518,1658447896359,1658447901509,1658447905207,1658447908457,1658447909872,1658447911226,1658447912646,1658447913966,1658447917207,1658447918787,1658447922628,1658447927387,1658447931608,1658447933027,1658447936989,1658447940913,1658447944630,1658447946468,1658447948518,1658447955672,1658447961333,1658447962809,1658447964258,1658447965578,1658447970654,1658447971988,1658447975657,1658447978947,1658447983258,1658447984488,1658447985867,1658447987128,1658447991283,1658447994957,1658447999633,1658448001287,1658448002793,1658448004167,1658448007617,1658448009136,1658448010387,1658448011727,1658448015787,1658448017264,1658448018567,1658448022827,1658448026547,1658448029567,1658448033333,1658448034617,1658448038497,1658448039988,1658448041217,1658448042718,1658448043968,1658448045237,1658448046733,1658448048308,1658448052743,1658448056173,1658448060718,1658448064807,1658448066427,1658448069790,1658448071007,1658448072297,1658448073717,1658448075077,1658448078103,1658448079707,1658448081027,1658448084609,1658448087502,1658448091757,1658448094666,1658448099337,1658448102265,1658448103807,1658448105167
0,50,0,7,0,18,12,46,0,0,0,0,0,0,0,17,0,0,29,0,19,45,32,22,0,0,0,0,23,0,21,38,0,0,4,44,24,0,0,8,13,0,0,0,11,0,2,49,15,48,0,0,36,0,39,0,0,0,40,0,0,0,20,0,0,16,10,28,1,0,14,0,43,0,0,0,0,0,5,6,33,37,9,47,0,0,0,27,35,0,41,3,26,34,25,31,42,30,0,0
-1,1658447843667,-1,1658447714090,-1,1658447747235,1658447729159,1658447831616,-1,-1,-1,-1,-1,-1,-1,1658447744225,-1,-1,1658447780410,-1,1658447750250,1658447828601,1658447789445,1658447759299,-1,-1,-1,-1,1658447762306,-1,1658447756279,1658447807526,-1,-1,1658447705040,1658447825596,1658447765319,-1,-1,1658447717099,1658447732170,-1,-1,-1,1658447726140,-1,1658447699006,1658447840656,1658447738200,1658447837646,-1,-1,1658447801496,-1,1658447810536,-1,-1,-1,1658447813546,-1,-1,-1,1658447753262,-1,-1,1658447741209,1658447723130,1658447777399,1658447695993,-1,1658447735180,-1,1658447822586,-1,-1,-1,-1,-1,1658447708060,1658447711070,1658447792456,1658447804516,1658447720110,1658447834636,-1,-1,-1,1658447774379,1658447798486,-1,1658447816557,1658447702020,1658447771359,1658447795476,1658447768340,1658447786440,1658447819576,1658447783429,-1,-1
0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0
SaidNew,SaidOld,SaidNew,SaidOld,SaidNew,SaidOld,SaidOld,SaidOld,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidOld,SaidNew,SaidNew,SaidOld,SaidNew,SaidOld,SaidOld,SaidOld,SaidOld,SaidNew,SaidNew,SaidNew,SaidNew,SaidOld,SaidNew,SaidOld,SaidOld,SaidOld,SaidNew,SaidOld,SaidOld,SaidOld,SaidNew,SaidNew,SaidOld,SaidOld,SaidNew,SaidNew,SaidNew,SaidOld,SaidNew,SaidOld,SaidOld,SaidOld,SaidNew,SaidNew,SaidNew,SaidOld,SaidOld,SaidOld,SaidNew,SaidNew,SaidNew,SaidOld,SaidNew,SaidNew,SaidNew,SaidOld,SaidNew,SaidNew,SaidOld,SaidOld,SaidOld,SaidOld,SaidNew,SaidOld,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidOld,SaidOld,SaidOld,SaidOld,SaidNew,SaidOld,SaidNew,SaidNew,SaidNew,SaidNew,SaidOld,SaidNew,SaidNew,SaidOld,SaidOld,SaidOld,SaidOld,SaidOld,SaidOld,SaidNew,SaidNew,SaidNew
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
34,34,34,18,18,30,41,4,4,4,4,4,4,4,4,12,12,12,33,33,39,10,38,12,12,12,12,12,5,5,46,29,29,29,7,3,8,8,8,5,37,37,37,37,7,7,31,17,3,48,48,48,27,27,9,9,9,9,13,13,13,13,22,22,22,28,40,2,14,14,13,13,13,13,13,13,13,13,27,29,12,35,15,10,10,10,10,44,41,41,33,11,39,21,6,23,39,40,40,40
386.11746031746037,386.11746031746037,386.11746031746037,228.5530158730159,228.5530158730159,363.11746031746037,450.89968253968266,74.98857142857143,74.98857142857143,74.98857142857143,74.98857142857143,74.98857142857143,74.98857142857143,74.98857142857143,74.98857142857143,136.77079365079365,136.77079365079365,136.77079365079365,376.11746031746037,376.11746031746037,453.89968253968266,135.77079365079365,453.89968253968266,136.77079365079365,136.77079365079365,136.77079365079365,136.77079365079365,136.77079365079365,62.98857142857143,62.98857142857143,532.6819047619048,366.11746031746037,366.11746031746037,366.11746031746037,148.77079365079365,61.98857142857143,147.77079365079365,147.77079365079365,147.77079365079365,62.98857142857143,453.89968253968266,453.89968253968266,453.89968253968266,453.89968253968266,148.77079365079365,148.77079365079365,364.11746031746037,220.5530158730159,61.98857142857143,528.6819047619048,528.6819047619048,528.6819047619048,305.3352380952382,305.3352380952382,154.77079365079365,154.77079365079365,154.77079365079365,154.77079365079365,137.77079365079365,137.77079365079365,137.77079365079365,137.77079365079365,300.3352380952382,300.3352380952382,300.3352380952382,381.11746031746037,454.89968253968266,75.98857142857143,230.5530158730159,230.5530158730159,137.77079365079365,137.77079365079365,137.77079365079365,137.77079365079365,137.77079365079365,137.77079365079365,137.77079365079365,137.77079365079365,305.3352380952382,366.11746031746037,136.77079365079365,454.89968253968266,215.5530158730159,135.77079365079365,135.77079365079365,135.77079365079365,135.77079365079365,526.6819047619048,450.89968253968266,450.89968253968266,376.11746031746037,153.77079365079365,453.89968253968266,298.3352380952382,57.98857142857143,300.3352380952382,453.89968253968266,454.89968253968266,454.89968253968266,454.89968253968266
