A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,1,1658868833334,15,1658868718450,1,SaidOld,1,35,518.9022222222222,60.680000000000014,1,6,541.5,147.97368621826172,2,6,90.17121056116615,46,4,30,1.1806375442739079,-28.819362455726093,15719,169644,48,721,721,1658868676428,26/07/2022@16,Mozilla/5.0(X11;CrOSx86_6414816.99.0)AppleWebKit/537.36(KHTMLlikeGecko)Chrome/103.0.0.0Safari/537.36,1616,759,1616,909,448878
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,2,1658868847078,0,-1,0,SaidOld,0,35,518.9022222222222,60.680000000000014,1,6,323.5,524.9736862182617,6,4,503.7366926396412,46,4,-1,3.778040141676505,4.778040141676505,25211,178919,51,721,721
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,3,1658868856354,37,1658868784474,1,SaidOld,1,40,528.9022222222222,514.3022222222222,6,6,196.5,586.9736862182617,7,2,340.25340412345514,46,4,74,13.931523022432113,-60.06847697756788,36373,192013,31,721,721
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,4,1658868869449,0,-1,0,SaidNew,1,40,528.9022222222222,514.3022222222222,6,6,-1,-1,-1,-1,-1,46,4,-1,-1,-1,49023,196083,39,721,721
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,5,1658868873013,2,1658868679435,1,SaidNew,0,46,605.6266666666667,426.5777777777777,5,7,-1,-1,-1,-1,-1,46,4,4,-1,-1,51537,198597,43,721,721
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,6,1658868875528,47,1658868814484,1,SaidOld,1,45,627.6266666666667,339.85333333333335,4,7,186.5,503.9736862182617,6,2,470.6678513299138,46,4,94,39.315230224321134,-54.684769775678866,54215,203186,93,721,721
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,7,1658868880621,0,-1,0,SaidNew,1,45,627.6266666666667,339.85333333333335,4,7,-1,-1,-1,-1,-1,46,4,-1,-1,-1,59627,206687,63,721,721
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,8,1658868883619,34,1658868775471,1,SaidOld,1,30,433.17777777777775,243.12888888888892,3,5,248.5,480.9736862182617,6,3,301.12460746605996,46,4,68,16.76505312868949,-51.23494687131051,62402,216938,85,721,721
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,9,1658868894371,30,1658868763466,1,SaidNew,0,12,160.00444444444446,503.30222222222227,6,2,-1,-1,-1,-1,-1,46,4,60,-1,-1,72706,219766,87,721,721
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,10,1658868896698,12,1658868709446,1,SaidNew,0,33,431.17777777777775,498.30222222222227,6,5,-1,-1,-1,-1,-1,46,4,24,-1,-1,75779,222839,18,721,721
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,11,1658868899773,0,-1,0,SaidNew,1,33,431.17777777777775,498.30222222222227,6,5,-1,-1,-1,-1,-1,46,4,-1,-1,-1,77738,224798,24,721,721
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,12,1658868901732,35,1658868778472,1,SaidOld,1,36,532.9022222222222,150.40444444444447,2,6,337.5,511.9736862182617,6,4,410.99190386949937,46,4,70,38.84297520661157,-31.15702479338843,79940,228344,69,721,721
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,13,1658868905777,0,-1,0,SaidNew,1,36,532.9022222222222,150.40444444444447,2,6,-1,-1,-1,-1,-1,46,4,-1,-1,-1,83917,230977,71,721,721
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,14,1658868907909,0,-1,0,SaidOld,0,36,532.9022222222222,150.40444444444447,2,6,511.5,146.97368621826172,2,6,21.675451968895686,46,4,-1,49.35064935064935,50.35064935064935,86817,234890,19,721,721
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,15,1658868912321,0,-1,0,SaidOld,0,36,532.9022222222222,150.40444444444447,2,6,466.5,483.9736862182617,6,5,340.1142369463659,46,4,-1,55.371900826446286,56.371900826446286,90274,238893,99,721,721
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,16,1658868916324,1,1658868676434,1,SaidOld,1,39,512.9022222222222,425.5777777777777,5,6,14.5,6.973686218261719,0,0,650.871846515439,46,4,2,37.89846517119244,35.89846517119244,94734,244220,88,721,721
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,17,1658868921652,28,1658868757464,1,SaidNew,0,34,444.17777777777775,600.0266666666666,7,5,-1,-1,-1,-1,-1,46,4,56.00000000000001,-1,-1,100106,247166,1,721,721
A23KAJRDVCVGOE,FIRSTROUNDFULL,Identity,50,3000,18,1658868924098,0,-1,0,SaidNew,1,34,444.17777777777775,600.0266666666666,7,5,-1,-1,-1,-1,-1,46,4,-1,-1,-1,102097,249157,76,721,721
