A23KAJRDVCVGOE
SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND,SECONDROUND
Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2,Round2
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1658869288176,1658869290549,1658869292368,1658869293561,1658869294823,1658869296472,1658869297713,1658869299037,1658869300380,1658869301726,1658869303567,1658869305314,1658869309068,1658869312642,1658869314186,1658869315728,1658869317189,1658869320410,1658869321924,1658869323704,1658869325024,1658869329124,1658869332540,1658869334413,1658869335757,1658869337197,1658869338355,1658869339846,1658869343272,1658869344589,1658869346289,1658869347634,1658869349290,1658869350703,1658869353810,1658869355117,1658869356558,1658869358168,1658869359527,1658869360995,1658869364014,1658869365437,1658869366857,1658869370535,1658869371951,1658869375145,1658869376881,1658869378385,1658869379902,1658869381127,1658869382711,1658869384214,1658869385831,1658869387182,1658869388474,1658869390149,1658869391520,1658869392935,1658869396533,1658869397980,1658869399261,1658869400641,1658869401822,1658869403172,1658869405722,1658869407167,1658869408696,1658869410139,1658869413495,1658869414956,1658869416606,1658869418204,1658869419698,1658869421212,1658869422784,1658869424183,1658869427756,1658869429138,1658869430366,1658869433593,1658869434866,1658869436764,1658869438329,1658869441988,1658869443568,1658869444729,1658869446270,1658869448484,1658869449980,1658869451378,1658869452051,1658869454222,1658869455847,1658869459772,1658869460524,1658869464326,1658869465946,1658869467149,1658869468646,1658869470364
0,0,2,47,0,0,0,41,0,0,0,0,35,5,0,0,45,0,0,0,31,0,15,26,0,24,0,23,13,0,38,0,14,20,1,44,0,8,0,22,43,0,46,34,33,9,0,0,37,0,0,0,39,27,0,0,0,12,36,4,0,11,29,18,7,0,28,0,0,0,0,0,0,50,6,49,0,3,21,40,0,0,0,0,25,0,48,0,17,0,19,10,0,0,32,30,0,16,42,0
-1,-1,1658869138068,1658869273112,-1,-1,-1,1658869255107,-1,-1,-1,-1,1658869237100,1658869147071,-1,-1,1658869267110,-1,-1,-1,1658869225096,-1,1658869177081,1658869210092,-1,1658869204090,-1,1658869201089,1658869171079,-1,1658869246104,-1,1658869174080,1658869192086,1658869135067,1658869264109,-1,1658869156074,-1,1658869198088,1658869261108,-1,1658869270111,1658869234099,1658869231098,1658869159075,-1,-1,1658869243103,-1,-1,-1,1658869249105,1658869213092,-1,-1,-1,1658869168078,1658869240101,1658869144070,-1,1658869165077,1658869219094,1658869186084,1658869153073,-1,1658869216093,-1,-1,-1,-1,-1,-1,1658869282115,1658869150072,1658869279114,-1,1658869141069,1658869195087,1658869252106,-1,-1,-1,-1,1658869207091,-1,1658869276113,-1,1658869183083,-1,1658869189086,1658869162076,-1,-1,1658869228097,1658869222095,-1,1658869180082,1658869258107,-1
0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0
SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidOld,SaidOld,SaidNew,SaidNew,SaidNew,SaidOld,SaidNew,SaidNew,SaidNew,SaidOld,SaidOld,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidOld,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidOld,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidOld,SaidNew,SaidNew,SaidOld,SaidNew,SaidOld,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidOld,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidOld,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidOld,SaidNew,SaidNew,SaidOld,SaidNew,SaidNew,SaidNew,SaidOld,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidNew,SaidOld,SaidNew,SaidOld,SaidNew,SaidNew,SaidNew,SaidNew,SaidOld
1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
