AETIZKQNUSBLB,Round2,13911.74564,42,331.232039,1037.527071,42,0,0,,,,,,,,,,
A26LOVXF4QZZCO,Round2,8352.039684,48,174.0008268,265.8327966,39,6,3,,AIEKCWYZTS41V,Round2,9086.348615,40,227.1587154,886.1056729,40,0,0
AIEKCWYZTS41V,Round2,9086.348615,40,227.1587154,886.1056729,40,0,0,,AIEKCWYZTS41V,Identity,13660.58776,42,325.2520895,1013.586547,42,0,0
AUZNL6ARA1UEC,Round2,8293.635367,52,159.4929878,693.4864112,52,0,0,,,,,,,,,,
ASCS0QEE54PUI,Round2,7225.608388,43,168.0374044,460.6620827,43,0,0,,,,,,,,,,
A358YR7MWC6LRH,FullInstruction,11959.61573,46,259.9916463,860.4811567,46,0,0,,,,,,,,,,
AXPZAP62ZYWP8,Temporal,15399.5343,46,334.7724849,1072.028378,46,0,0,,,,,,,,,,
A2PUL3ZDXOW0VZ,Temporal,7443.908485,44,169.1797383,686.0948615,44,0,0,,,,,,,,,,
A195MOXRMNHRVT,Round2,6724.17383,48,140.0869548,259.3651243,38,9,1,,,,,,,,,,
A3MYPYBVHX7FQ2,Temporal,14591.61418,46,317.2090039,326.0126705,24,21,1,,,,,,,,,,
A18G2CLYSTENK,Round2,12497.81323,42,297.5669817,922.5938473,42,0,0,,,,,,,,,,
A3MNL6RIME0845,Round2,11164.43655,45,248.0985899,1024.885182,45,0,0,,,,,,,,,,
A23KAJRDVCVGOE,Identity,10048.67304,36,279.1298068,609.1819172,35,1,0,,,,,,,,,,
A1Q56N80RJLQ7S,Identity,11693.87743,43,271.9506379,903.5508768,43,0,0,,,,,,,,,,
A3N0QZ9ZKUCTCQ,FullInstruction,11489.22975,45,255.3162166,331.856684,30,15,0,,,,,,,,,,
AU849EHZNGV2Z,Spatial,6425.654957,34,188.9898517,476.2617344,33,1,0,,,,,,,,,,
A5P12YJP805RG,Round2,9188.122655,34,270.2389016,667.3169841,33,1,0,,,,,,,,,,
A1SK77UV16VAHF,Round2,8352.792383,43,194.2509857,573.3905832,43,0,0,,,,,,,,,,
A2G43KS55YGYQE,Identity,5744.36743,44,130.5538052,183.3923099,33,9,2,,,,,,,,,,
A3FKXJVH0K2E3E,Spatial,11904.77157,41,290.3602821,777.8368359,41,0,0,,,,,,,,,,
A2PQDK3MLDFXYM,Spatial,9598.466597,50,191.9693319,804.3305425,50,0,0,,,,,,,,,,
A3C3Q963MQDPGT,Identity,13995.13667,51,274.4144445,231.1065786,20,25,6,,,,,,,,,,
AU849EHZNGV2Z,Round2,6865.688637,40,171.6422159,604.3532297,40,0,0,,,,,,,,,,
A1T6QVMIXF74FF,Round2,7544.49719,24,314.3540496,911.3724406,24,0,0,,,,,,,,,,
A2Q0JW4UWC2SKT,Round2,24865.39546,39,637.5742425,1182.191108,39,0,0,,,,,,,,,,
A1YVMDRR9W1LZ1,Round2,9509.946315,49,194.080537,875.2028665,49,0,0,,,,,,,,,,
A3LRSX7ECYPSF4,Round2,13444.20778,42,320.1001852,947.2533165,42,0,0,,,,,,,,,,
A016079037TD5GXCNYBPH,Round2,18462.09078,51,362.00178,990.4672418,51,0,0,,,,,,,,,,
A2PQDK3MLDFXYM,Round2,11286.9392,49,230.3456979,854.2445291,49,0,0,,,,,,,,,,
A3FKXJVH0K2E3E,Round2,15836.09395,46,344.262912,1100.751932,46,0,0,,,,,,,,,,
AETIZKQNUSBLB,Identity,12684.48674,40,317.1121686,983.082015,40,0,0,,,,,,,,,,
A1SK77UV16VAHF,Temporal,10893.06766,37,294.4072342,571.6824641,36,1,0,,,,,,,,,,
AIEKCWYZTS41V,Identity,13660.58776,42,325.2520895,1013.586547,42,0,0,,,,,,,,,,
A21Q7FCKM86VL8,Spatial,11920.67466,46,259.1451012,354.7229082,37,6,3,,,,,,,,,,
A2O2Q0LVWOWJ1G,Round2,6533.351298,36,181.4819805,681.8248102,36,0,0,,,,,,,,,,
A2INXY39KBM92F,Spatial,11739.77632,43,273.018054,255.1098896,22,16,5,,,,,,,,,,
A2PTABUVOUYAH5,Round2,15021.9935,56,268.2498838,232.3526365,26,26,4,,,,,,,,,,
A21Q7FCKM86VL8,Round2,14665.98267,47,312.0421845,1290.669931,47,0,0,,,,,,,,,,
A1YVMDRR9W1LZ1,Temporal,10883.34652,53,205.3461608,250.0898184,35,15,3,,,,,,,,,,
A016079037TD5GXCNYBPH,Temporal,14752.75802,47,313.8884685,295.0447805,22,22,3,,,,,,,,,,
A2J51BI7XS5ZYU,Round2,11551.34296,52,222.1412108,253.5019361,34,16,2,,,,,,,,,,
A18G2CLYSTENK,Identity,13816.04798,46,300.3488692,881.4259679,46,0,0,,,,,,,,,,
A2INXY39KBM92F,Round2,11448.43916,44,260.191799,959.5490841,44,0,0,,,,,,,,,,
